"conceptid";"preflabel";"modified";"altlabel";"definition"
"CS003005";"helium";"5/2/2016 02:02:23";"He";"Unavailable"
"CS003006";"chlorophyll-b";"5/2/2016 02:02:23";"chl-b";"Unavailable"
"CS003007";"diatoxanthin";"5/2/2016 02:02:23";"";"Unavailable"
"CS003008";"gamma-aminobutyric acid";"5/2/2016 02:02:23";"";"Unavailable"
"CS003009";"monomethylamine";"5/2/2016 02:02:23";"";"Unavailable"
"CS003010";"17-methyloctadecanoic acid";"5/2/2016 02:02:23";"17-methylstearic acid";"Unavailable"
"CS003011";"peridinin";"5/2/2016 02:02:23";"";"Unavailable"
"CS003012";"carbon-14";"7/6/2017 19:33:16";"14C";"A radioactive isotope of the chemical element carbon; also known as radiocarbon."
"CS003013";"tetrachloromethane";"5/16/2016 11:53:36";"CCl4 carbon tetrachloride";"A chlorocarbon that is methane in which all the hydrogens have been replaced by chloro groups."
"CS003014";"labile molybdenum";"7/21/2016 10:56:25";"labile_Mo";"Atomic molybdenum that is weakly bound to organic or inorganic ligands."
"CS003015";"labile manganese";"7/21/2016 10:56:25";"labile_Mn";"Atomic manganese that is weakly bound to organic or inorganic ligands."
"CS003016";"labile aluminium";"7/21/2016 10:56:25";"labile_Al";"Atomic aluminium that is weakly bound to organic or inorganic ligands."
"CS003017";"labile nickel";"7/21/2016 10:56:25";"labile_Ni";"Atomic nickel that is weakly bound to organic or inorganic ligands."
"CS003018";"labile gallium";"7/21/2016 10:56:25";"labile_Ga";"Atomic gallium that is weakly bound to organic or inorganic ligands."
"CS003019";"labile vanadium";"7/21/2016 10:56:25";"labile_V";"Atomic vanadium that is weakly bound to organic or inorganic ligands."
"CS003020";"labile copper";"7/21/2016 10:56:25";"labile_Cu";"Atomic copper that is weakly bound to organic or inorganic ligands."
"CS003021";"labile lead";"7/21/2016 10:56:25";"labile_Pb";"Atomic lead that is weakly bound to organic or inorganic ligands."
"CS003022";"labile barium";"7/21/2016 10:56:25";"labile_Ba";"Atomic barium that is weakly bound to organic or inorganic ligands."
"CS003023";"labile titanium";"7/21/2016 10:56:25";"labile_Ti";"Atomic titanium that is weakly bound to organic or inorganic ligands."
"CS003024";"labile zinc";"7/21/2016 10:56:25";"labile_Zn";"Atomic zinc that is weakly bound to organic or inorganic ligands."
"CS003025";"labile iron";"7/21/2016 10:56:25";"labile_Fe";"Atomic iron that is weakly bound to organic or inorganic ligands."
"CS003026";"refractory aluminium";"8/5/2019 17:04:10";"";"Atomic aluminium that is strongly bound to organic or inorganic ligands."
"CS003027";"refractory iron";"8/5/2019 17:04:10";"";"Atomic iron that is strongly bound to organic or inorganic ligands."
"CS003028";"refractory titanium";"8/5/2019 17:04:10";"";"Atomic titanium that is strongly bound to organic or inorganic ligands."
"CS003029";"refractory manganese";"8/5/2019 17:04:10";"";"Atomic manganese that is strongly bound to organic or inorganic ligands."
"CS003030";"refractory phosphorus";"8/5/2019 17:04:10";"";"Atomic phosphorus that is strongly bound to organic or inorganic ligands."
"CS003031";"labile phosphorus";"7/21/2016 10:52:37";"labile_P";"Atomic phosphorus that is weakly bound to organic or inorganic ligands."
"CS003032";"bromochloromethane";"7/26/2016 10:06:47";"";"A one-carbon compound substituted by a chloro and a bromo group."
"CS003033";"trichloromethane";"7/26/2016 10:06:47";"chloroform";"A one-carbon compound that is methane in which three of the hydrogens are replaced by chlorines. It is one of the four chloromethanes and a trihalomethane."
"CS003034";"dibromomethane";"7/26/2016 10:06:47";"";"A member of the class of bromomethanes that is methane substituted by two bromo groups. It is produced by marine algae."
"CS003035";"bromodichloromethane";"7/26/2016 10:06:47";"";"A one-carbon compound that is methane substituted by a bromo and two chloro groups."
"CS003036";"dibromochloromethane";"7/26/2016 10:06:47";"";"An organochlorine compound."
"CS003037";"2-methyl-1,3-butadiene";"7/26/2016 10:06:47";"isoprene";"A hemiterpene."
"CS003038";"alpha-pinene";"7/26/2016 10:06:47";"";"A terpene."
"CS003039";"myrcene";"7/26/2016 10:06:47";"";"A monoterpene."
"CS003040";"beta-pinene";"7/26/2016 10:06:47";"";"A monoterpene."
"CS003041";"car-3-ene";"7/26/2016 10:06:47";"";"A monoterpene."
"CS003042";"ocimene";"7/26/2016 10:06:47";"";"A terpene."
"CS003043";"limonene";"7/26/2016 10:06:47";"";"A monoterpene."
"CS003044";"IMS PAH mixture I";"7/29/2016 15:39:31";"";"A mixture of polycyclic aromatic hydrocarbons whose concentrations are summed to produce an overall 'PAH concentration' by the Institute of Marine Sciences, Middle East Technical University, Turkey. The mixture comprises naphthalene, 1-methylnaphthalene, 1-ethylnaphtahalene, acenaphthylene, acenapthane, fluorene, phenanthrene, anthracene, 2-methylphenanthrene, 1-methylphenanthrene, fluoranthene, 3-6 dimethyl, pyrene, 1-methylpyrene, chrysene and perylene."
"CS003045";"zinc-66";"8/16/2016 11:44:50";"66Zn";"A stable isotope of the chemical element zinc."
"CS003046";"astaxanthin";"9/23/2016 15:55:25";"";"A keto-carotenoid belonging to a larger class of terpenes."
"CS003047";"labile lanthanum";"10/7/2016 14:51:56";"labile_La";"Atomic lanthanum that is weakly bound to organic or inorganic ligands."
"CS003048";"labile thorium";"10/7/2016 14:51:56";"labile_Th";"Atomic thorium that is weakly bound to organic or inorganic ligands."
"CS003049";"labile yttrium";"10/7/2016 14:51:56";"labile_Y";"Atomic yttrium that is weakly bound to organic or inorganic ligands."
"CS003050";"thorium-232";"10/10/2016 10:57:50";"232Th";"The most naturally abundant isotope of the radioactive element thorium."
"CS003051";"xenon";"12/15/2016 15:58:18";"Xe";"A naturally occuring noble gas (a group of odourless, colourless and monatomic gases with very low reactivity)."
"CS003052";"krypton";"12/15/2016 15:58:18";"Kr";"A naturally occuring noble gas (a group of odourless, colourless and monatomic gases with very low reactivity)."
"CS003053";"beryllium-7";"12/15/2016 15:58:18";"7Be";"An isotope of the chemical element beryllium."
"CS003054";"argon";"12/15/2016 15:58:18";"Ar";"A naturally occuring noble gas (a group of odourless, colourless and monatomic gases with very low reactivity)."
"CS003055";"barium-138";"1/10/2017 13:26:12";"138Ba";"An isotope of the chemical element barium."
"CS003056";"arsenate";"1/19/2017 17:41:10";"AsO4(3-)";"Arsenic oxoanion containing four oxygen atoms bound to an arsenic atom with a valency of 5 (also known as pentavalent arsenic or As(V))."
"CS003057";"arsenite";"1/19/2017 17:46:27";"AsO3(3-)";"Arsenic oxoanion containing three oxygen atoms bound to an arsenic atom with a valency of 3 (also known as trivalent arsenic or As(III))."
"CS003059";"selenate";"1/19/2017 17:30:53";"SeO4(2-)";"Divalent selenium oxoanion containing 1 selenium atom bound to 4 oxygen atoms."
"CS003060";"selenite";"1/19/2017 17:30:53";"SeO3(2-)";"Divalent selenium oxoanion containing 1 selenium atom bound to 3 oxygen atoms."
"CS003061";"selenide";"1/19/2017 17:30:53";"Se2-";"Selenium ion with oxidation state -2."
"CS003062";"acid volatile sulfide";"1/20/2017 17:35:19";"AVS";"An operationally defined group of sulfur (or sulphur)-containing compounds that form hydrogen sulfide when exposed to a cold acid treatment. It is generally taken as representing metal monosulfides but its composition may vary depending on the method used."
"CS003063";"organic selenium";"1/20/2017 17:35:19";"organoselenium Se";"Chemical compounds containing at least one chemical bond between a carbon atom and a selenium atom."
"CS003065";"cadmium-114";"2/1/2017 16:46:18";"114Cd";"An isotope of the chemical element cadmium."
"CS003066";"soluble copper";"2/15/2017 13:22:45";"soluble_Cu";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003067";"soluble cadmium";"2/15/2017 13:22:45";"soluble_Cd";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003068";"soluble cobalt";"2/15/2017 13:22:45";"soluble_Co";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003069";"soluble lead";"2/15/2017 13:22:45";"soluble_Pb";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003070";"soluble thorium";"2/15/2017 13:22:45";"soluble_Th";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003071";"soluble iron";"2/15/2017 13:22:45";"soluble_Fe";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003072";"soluble nickel";"2/15/2017 13:22:45";"soluble_Ni";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003073";"soluble magnesium";"2/15/2017 13:22:45";"soluble_Mg";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003074";"soluble titanium";"2/15/2017 13:22:45";"soluble_Ti";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003075";"soluble aluminium";"2/15/2017 13:22:45";"soluble_Al";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003076";"soluble manganese";"2/15/2017 13:22:45";"soluble_Mn";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003077";"soluble iodine";"2/15/2017 13:22:45";"soluble_I";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003079";"zirconium";"2/15/2017 13:24:39";"Zr";"Atomic zirconium that is incorporated into any compounds."
"CS003080";"iron-complexing organic ligands";"2/20/2017 17:39:03";"Fe_org_ligands";"A mixture of organic molecules with the potential to form stable complexes with iron in aqueous solution"
"CS003081";"zinc-complexing organic ligands";"2/20/2017 17:39:03";"Zn_org_ligands";"A mixture of organic molecules with the potential to form stable complexes with zinc in aqueous solution"
"CS003082";"cobalt-complexing organic ligands";"2/20/2017 17:39:03";"Co_org_ligands";"A mixture of organic molecules with the potential to form stable complexes with cobalt in aqueous solution"
"CS003083";"copper-complexing organic ligands";"2/20/2017 17:39:03";"Cu_org_ligands";"A mixture of organic molecules with the potential to form stable complexes with copper in aqueous solution"
"CS003084";"organic ligand-bound iron";"2/23/2017 14:55:24";"ligand-complexed_Fe";"Elemental iron that is bound to organic molecules to form stable complexes in aqueous solution."
"CS003085";"organic ligand-bound copper";"2/23/2017 14:55:25";"ligand-complexed_Cu";"Elemental copper that is bound to organic molecules to form stable complexes in aqueous solution."
"CS003086";"iodine-129";"3/1/2017 13:53:31";"129U";"An isotope of the chemical element iodine."
"CS003087";"uranium-236";"3/1/2017 13:53:31";"236U";"An isotope of the chemical element uranium."
"CS003088";"nickel-60";"3/21/2017 14:51:00";"60Ni";"An isotope of the chemical element nickel."
"CS003089";"carbon dioxide";"3/20/2017 18:36:02";"CO2";"Unavailable"
"CS003090";"dimethylmercury";"4/3/2017 17:17:57";"C2H6Hg";"An organomercury compound."
"CS003091";"iron-56";"4/3/2017 17:17:57";"56Fe";"An isotope of the chemical element iron."
"CS003092";"labile iron-56";"4/4/2017 01:18:23";"labile_56Fe";"Iron-56 isotope that is weakly bound to organic or inorganic ligands."
"CS003093";"methylmercury cation";"4/3/2017 17:17:57";"CH3Hg+";"An organometallic cation also known as monomethylmercury(II) cation."
"CS003094";"soluble arsenic";"4/19/2017 16:29:39";"soluble_As";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003095";"soluble barium";"4/19/2017 16:29:40";"soluble_Ba";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003096";"soluble calcium";"4/19/2017 16:29:40";"soluble_Ca";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003097";"soluble cerium";"4/19/2017 16:29:40";"soluble_Ce";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003098";"soluble chromium";"4/19/2017 16:29:40";"soluble_Cr";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003099";"soluble potassium";"4/19/2017 16:29:40";"soluble_K";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003100";"soluble lanthanum";"4/19/2017 16:29:40";"soluble_La";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003101";"soluble lithium";"4/19/2017 16:29:40";"soluble_Li";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003102";"soluble molybdenum";"4/19/2017 16:29:40";"soluble_Mo";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003103";"soluble sodium";"4/19/2017 16:29:40";"soluble_Na";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003104";"soluble neodymium";"4/19/2017 16:29:40";"soluble_Nd";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003105";"soluble phosphorus";"4/19/2017 16:29:40";"soluble_P";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003106";"soluble rubidium";"4/19/2017 16:29:40";"soluble_Rb";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003107";"soluble antimony";"4/19/2017 16:29:40";"soluble_Sb";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003108";"soluble scandium";"4/19/2017 16:29:40";"soluble_Sc";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003109";"soluble selenium";"4/19/2017 16:29:40";"soluble_Se";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003110";"soluble tin";"4/19/2017 16:29:40";"soluble_Sn";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003111";"soluble strontium";"4/19/2017 16:29:40";"soluble_Sr";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003112";"soluble uranium";"4/19/2017 16:29:40";"soluble_U";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003113";"soluble yttrium";"4/19/2017 16:29:40";"soluble_Y";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003114";"soluble zirconium";"4/19/2017 16:29:40";"soluble_Zr";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003115";"caesium";"5/17/2021 22:56:40";"Cs";"A chemical element from the alkali metal group with atomic number is 55. Also known as 'cesium'."
"CS003116";"rubidium";"4/19/2017 16:29:40";"Rb";"The chemical element rubidium."
"CS003117";"elemental mercury";"4/21/2017 17:17:13";"Hg(0)";"Elemental mercury of oxidation state zero."
"CS003118";"reactive mercury";"4/19/2017 18:38:35";"reactive_Hg";"Operationally defined as atomic mercury present in any compounds that can be determined without prior oxidation; sometimes referred to as stannous-chloride-reducible mercury."
"CS003119";"bromide";"4/20/2017 01:29:52";"Br-";"An anion of the bromine atom with an ionic charge of -1."
"CS003120";"fluoride";"4/20/2017 01:29:52";"F-";"An anion of the fluorine atom with an ionic charge of -1."
"CS003121";"soluble caesium";"4/20/2017 15:59:22";"soluble_Cs";"Atom of specified element that is incorporated into any compound readily dissolved in water."
"CS003122";"soluble nitrate";"6/14/2017 19:03:15";"soluble_NO3-";"A nitrate ion that is incorporated into any compound readily dissolved in water."
"CS003123";"soluble chloride";"6/14/2017 19:03:15";"soluble_Cl-";"A chloride ion that is incorporated into any compound readily dissolved in water."
"CS003124";"soluble bromide";"6/14/2017 19:03:15";"soluble_Br-";"A bromide ion that is incorporated into any compound readily dissolved in water."
"CS003125";"soluble sulphate";"6/14/2017 19:03:15";"soluble_SO4(2-)";"A sulphate ion (alternative spelling 'sulfate') that is incorporated into any compound readily dissolved in water."
"CS003126";"soluble fluoride";"6/15/2017 14:38:54";"soluble_F-";"A fluoride ion that is incorporated into any compound readily dissolved in water."
"CS003127";"labile cerium";"6/28/2017 12:11:48";"labile_Ce";"Atomic cerium that is weakly bound to organic or inorganic ligands."
"CS003128";"biogenic silica";"6/23/2017 01:01:41";"BSi opal";"Hydrated form of silica (SiO2.nH2O) of biological origin."
"CS003129";"calcium carbonate";"6/28/2017 12:11:48";"CaCO3";"A calcium salt with formula CCaO3."
"CS003130";"tungsten";"6/29/2017 18:43:02";"W";"Unavailable"
"CS003131";"tantalum";"6/29/2017 18:43:02";"Ta";"Unavailable"
"CS003132";"thallium";"6/29/2017 18:43:02";"Tl";"Unavailable"
"CS003133";"tricosanedioic acid";"6/30/2017 10:46:46";"23C alpha-omega alkanadioic acid";"Unavailable"
"CS003134";"undecan-1-ol";"6/30/2017 10:46:46";"C11 alkanol";"Unavailable"
"CS003135";"tetracosanedioic acid";"6/30/2017 10:46:46";"24C alpha-omega alkanadioic acid";"Unavailable"
"CS003136";"tritriacontanoic acid";"6/30/2017 10:46:46";"C33:0FA psyllic acid";"Unavailable"
"CS003137";"tetratriacontane";"6/30/2017 10:46:46";"C34H70 C34_n-alkane";"Unavailable"
"CS003138";"tetrachloroethene";"6/30/2017 10:46:46";"tetrachloroethylene";"Unavailable"
"CS003139";"tritriacontan-1-ol";"6/30/2017 10:46:46";"C33 alkanol";"Unavailable"
"CS003140";"tetracontane";"6/30/2017 10:46:46";"C40H82 C40_n-alkane";"Unavailable"
