AquoMetadata_MessageID;Parameter_Wat_Omschrijving;Compartiment.Code;Compartiment.Omschrijving;Eenheid.Code;Eenheid.Omschrijving;Grootheid.Code;Grootheid.Omschrijving;Hoedanigheid.Code;Hoedanigheid.Omschrijving;Parameter.Code;Parameter.Omschrijving
1015;(massa)Concentratie dimethylftalaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DC1yFt;dimethylftalaat
1016;(massa)Concentratie dimethylnitrosamine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DC1yNOAe;dimethylnitrosamine
1017;(massa)Concentratie diethylamine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DC2yAe;diethylamine
1018;(massa)Concentratie diethylftalaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DC2yFt;diethylftalaat
1019;(massa)Concentratie diethylnitrosamine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DC2yNOAe;diethylnitrosamine
1020;(massa)Concentratie dipropyleenglycolmonomethylether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DC3yegcC1yEt;dipropyleenglycolmonomethylether
1021;(massa)Concentratie dipropylnitrosamine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DC3yNOAe;dipropylnitrosamine
1022;(massa)Concentratie dibutylftalaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DC4yFt;dibutylftalaat
1023;(massa)Concentratie dibutylnitrosamine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DC4yNOAe;dibutylnitrosamine
1024;(massa)Concentratie dioctylftalaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DC8yFt;dioctylftalaat
1025;(massa)Concentratie diethyltoluamide in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DEET;diethyltoluamide
1027;(massa)Concentratie demeton-O in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;demtnO;demeton-O
1028;(massa)Concentratie demeton-S in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;demtnS;demeton-S
1029;(massa)Concentratie demeton-S-methyl in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;demtSC1y;demeton-S-methyl
1030;(massa)Concentratie desethylatrazine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;desC2yatzne;desethylatrazine
1031;(massa)Concentratie desisopropylatrazine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;desiC3yatzne;desisopropylatrazine
1032;(massa)Concentratie desmetryn in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;desmtn;desmetryn
1033;(massa)Concentratie diflubenzuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Dfbzrn;diflubenzuron
1035;(massa)Concentratie diisopropylether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DiC3yEtr;diisopropylether
1036;(massa)Concentratie diisobutylftalaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DiC4yFt;diisobutylftalaat
1038;(massa)Concentratie dimethenamide in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DmtAd;dimethenamide
1041;(massa)Concentratie dimethenamid-P in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DmtnmdP;dimethenamid-P
1042;(massa)Concentratie dinobuton in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Dnbtn;dinobuton
1043;(massa)Concentratie 4,6-dinitro-o-cresol in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DNOC;4,6-dinitro-o-cresol
1044;(massa)Concentratie dinoseb-acetaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Dnsactt;dinoseb-acetaat
1045;(massa)Concentratie dinoseb in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Dnsb;dinoseb
1046;(massa)Concentratie dinoterb in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Dntb;dinoterb
1048;(massa)Concentratie trifluor-3-(hexafluor-3-(trifluormethoxy)propoxy)propaanzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DONA;trifluor-3-(hexafluor-3-(trifluormethoxy)propoxy)propaanzuur
1049;(massa)Concentratie disulfoton in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Dsftn;disulfoton
1051;(massa)Concentratie di-ethyleentriaminepentaazijnzuur (DTPA) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DTPA;di-ethyleentriaminepentaazijnzuur (DTPA)
1053;(massa)Concentratie ethyleendiaminetetraethaanzuur (EDTA) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;EDTA;ethyleendiaminetetraethaanzuur (EDTA)
1055;(massa)Concentratie epichloorhydrine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;epClhdne;epichloorhydrine
1057;(massa)Concentratie ethofumesaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;etfmst;ethofumesaat
1058;(massa)Concentratie perfluoroctaansulfonylamide(N-ethyl)azijnzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;EtFOSAA;perfluoroctaansulfonylamide(N-ethyl)azijnzuur
1059;(massa)Concentratie ethiofencarb in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;etofcb;ethiofencarb
1060;(massa)Concentratie ethoprofos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;etpfs;ethoprofos
1061;(massa)Concentratie fenantreen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Fen;fenantreen
1065;(massa)Concentratie fenuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;fenrn;fenuron
1067;(massa)Concentratie Feofytine a in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;FEOa;Feofytine a
1068;(massa)Concentratie Feofytine b in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;FEOb;Feofytine b
1069;(massa)Concentratie ferroceen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;ferrcn;ferroceen
1070;(massa)Concentratie fluoreen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Fle;fluoreen
1072;(massa)Concentratie fluroxypyr in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;flurOxpr;fluroxypyr
1073;(massa)Concentratie flutolanil in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;flutlnl;flutolanil
1074;(massa)Concentratie fenolindex in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;FolINDX;fenolindex
1075;(massa)Concentratie fonofos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;fonfs;fonofos
1076;(massa)Concentratie fosfamidon in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;fosfmdn;fosfamidon
1077;(massa)Concentratie 2,3,3,3-tetrafluor-2-(heptafluorpropoxy)propionzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;FRD-903;2,3,3,3-tetrafluor-2-(heptafluorpropoxy)propionzuur
1078;(massa)Concentratie glufosinaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;glufsnt;glufosinaat
1079;(massa)Concentratie glufosinaat-ammonium in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;glufsntNH4;glufosinaat-ammonium
1080;(massa)Concentratie glyfosaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;glyfst;glyfosaat
1083;(massa)Concentratie kwik in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Hg;kwik
1085;(massa)Concentratie 2-(perfluoroctyl)ethaan-1-sulfonzuur (8:2 FTS) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;H-PFC10asfzr;2-(perfluoroctyl)ethaan-1-sulfonzuur (8:2 FTS)
1089;(massa)Concentratie isoforon in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;ifrn;isoforon
1091;(massa)Concentratie imazalil in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;imzll;imazalil
1092;(massa)Concentratie indaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;inda;indaan
1093;(massa)Concentratie indeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;inde;indeen
1094;(massa)Concentratie indol in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;indl;indol
1096;(massa)Concentratie iprodion in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;ipDon;iprodion
1098;(massa)Concentratie isoquinoline in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;iqnlne;isoquinoline
1103;(massa)Concentratie perfluorbutaansulfonzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;L_PFBS;perfluorbutaansulfonzuur
1104;(massa)Concentratie perfluor-1-decaansulfonzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;L_PFDS;perfluor-1-decaansulfonzuur
1105;(massa)Concentratie perfluor-1-heptaansulfonzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;L_PFHpS;perfluor-1-heptaansulfonzuur
1106;(massa)Concentratie perfluorhexaansulfonzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;L_PFHxS;perfluorhexaansulfonzuur
1107;(massa)Concentratie perfluor-1-octaansulfonaat (lineair) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;L_PFOS;perfluor-1-octaansulfonaat (lineair)
1109;(massa)Concentratie 2-methyl-4-chloorfenoxyazijnzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MCPA;2-methyl-4-chloorfenoxyazijnzuur
1110;(massa)Concentratie 2-methyl-4-chloorfenoxyboterzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MCPB;2-methyl-4-chloorfenoxyboterzuur
1111;(massa)Concentratie mecoprop in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MCPP;mecoprop
1112;(massa)Concentratie m-cresol in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;mcresl;m-cresol
1113;(massa)Concentratie medinoterbacetaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;medntactt;medinoterbacetaat
1114;(massa)Concentratie monoethylhexylftalaat (MEHP) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MEHP;monoethylhexylftalaat (MEHP)
1115;(massa)Concentratie menthol in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;mentl;menthol
1116;(massa)Concentratie metobromuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;metbmrn;metobromuron
1118;(massa)Concentratie metribuzin in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;metbzn;metribuzin
1119;(massa)Concentratie methidathion in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;metdton;methidathion
1121;(massa)Concentratie methomyl in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;metml;methomyl
1122;(massa)Concentratie methiocarb in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;metocb;methiocarb
1123;(massa)Concentratie methiocarbsulfon in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;metocbsfn;methiocarbsulfon
1124;(massa)Concentratie metoxuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;metxrn;metoxuron
1127;(massa)Concentratie metamitron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;mmtn;metamitron
1130;(massa)Concentratie monuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;monrn;monuron
1131;(massa)Concentratie methamidofos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;mtmdfs;methamidofos
1132;(massa)Concentratie metazachloor in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;mzCl;metazachloor
1135;(massa)Concentratie N-methylperfluoroctaan sulfonamidoazijnzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;N-MeFOSAA;N-methylperfluoroctaan sulfonamidoazijnzuur
1136;(massa)Concentratie N,N-dimethylaniline in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;NNDC1yAn;N,N-dimethylaniline
1137;(massa)Concentratie N-nitrosomorfoline in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;NNO2smflne;N-nitrosomorfoline
1138;(massa)Concentratie nitrobenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;NO2Ben;nitrobenzeen
1139;(massa)Concentratie nitrilotriazijnzuur (NTA) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;NTA;nitrilotriazijnzuur (NTA)
1140;(massa)Concentratie nuarimol in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;nuarml;nuarimol
1141;(massa)Concentratie o-allylfenol in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;oallFol;o-allylfenol
1142;(massa)Concentratie oxamyl in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Oaml;oxamyl
1143;(massa)Concentratie octamethyltetrasiloxaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;OcC1yT4slxn;octamethyltetrasiloxaan
1144;(massa)Concentratie omethoaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;omtat;omethoaat
1156;(massa)Concentratie 2,2',4,5,5'-pentachloorbifenyl in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB101;2,2',4,5,5'-pentachloorbifenyl
1157;(massa)Concentratie 2,3',4,4',5-pentachloorbifenyl in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB118;2,3',4,4',5-pentachloorbifenyl
1158;(massa)Concentratie 2,2',3,4,4',5'-hexachloorbifenyl in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB138;2,2',3,4,4',5'-hexachloorbifenyl
1159;(massa)Concentratie 2,2',4,4',5,5'-hexachloorbifenyl in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB153;2,2',4,4',5,5'-hexachloorbifenyl
1160;(massa)Concentratie 2,2',3,4,4',5,5'-heptachloorbifenyl in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB180;2,2',3,4,4',5,5'-heptachloorbifenyl
1161;(massa)Concentratie 2,4,4'-trichloorbifenyl in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB28;2,4,4'-trichloorbifenyl
1162;(massa)Concentratie 2,2',5,5'-tetrachloorbifenyl in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PCB52;2,2',5,5'-tetrachloorbifenyl
1165;(massa)Concentratie pencycuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;penccrn;pencycuron
1166;(massa)Concentratie perfluorbutaanzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PFBA;perfluorbutaanzuur
1167;(massa)Concentratie perfluor-1-pentaansulfonzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PFC5asfzr;perfluor-1-pentaansulfonzuur
1168;(massa)Concentratie perfluornonaan-1-sulfonzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PFC9asfzr;perfluornonaan-1-sulfonzuur
1169;(massa)Concentratie perfluordecaanzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PFDA;perfluordecaanzuur
1170;(massa)Concentratie perfluordodecaanzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PFDoA;perfluordodecaanzuur
